C:\LipidView Data\LV Results\200529_XtrIL_ExampleData_Pos_PS_NL_QTRAP_PE_Controls_TM.txt	Peak Intensities
Sample Name						Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	Sample 15	Sample 16	Kon A
740.6	141.00	Positive	Confirmed and Common Results	PE 36:4	(-PE)	8113872.3788	6003857.8273	6588603.9103	5376183.7117	5844282.3123	7195672.2564	9356215.6674	7547750.4527	9148629.8756	8931239.3455	8011573.476	8988415.3894	5423327.3924	5473969.2476	3873676.38	4502557.1132	108716.8763
742.6	141.00	Positive	Confirmed and Common Results	PE 36:3	(-PE)	16835856.8886	11775274.7257	13399261.4214	10849708.1892	10437549.2728	12678919.6467	16415380.6503	13788253.8581	17889412.836	18081223.3869	16076571.0044	18116391.1197	9043244.7974	8178551.0862	5557952.2834	7072606.6039	115146.5101
744.6	141.00	Positive	Confirmed and Common Results	PE 36:2	(-PE)	183872976.0811	124211035.2291	144244346.9444	114380677.4122	114863679.5382	144689940.1711	187555012.5163	153146656.344	173984716.5009	173558713.8663	157627319.728	172854694.3779	99007709.0604	95057068.6543	68658316.913	80041023.3633	107953.4894
746.6	141.00	Positive	Confirmed and Common Results	PE 36:1	(-PE)	52418037.8756	35733873.3257	41577602.3428	32250047.2382	33460450.4013	43000104.2608	55447373.7148	44451666.7642	48822935.2214	49411332.5566	45542371.4593	49114291.2236	59942297.5657	56317958.7573	40666032.0772	47812720.5765	153044.8428
748.6	141.00	Positive	Confirmed and Common Results	PE 36:0	(-PE)	2436814.9918	1800591.4854	1948544.4293	1968375.9616	2264548.3796	2792188.917	3849149.8722	2714652.5913	1757651.0412	2462924.4831	1896121.1171	2139207.3521	2150083.7157	1894804.7501	1570841.5438	1497439.082	67292.1138
750.6	141.00	Positive	Confirmed and Common Results	PE O-38:6	(-PE)	4693130.051	3254337.4711	3777614.6077	3202764.0471	5296173.9916	6586381.708	9345481.435	7356046.1069	3616912.6223	3939388.1918	4221828.682	4428060.5165	4340538.8048	4324770.8626	3059330.944	3637036.5999	148651.4105
752.6	141.00	Positive	Confirmed and Common Results	PE O-38:5	(-PE)	2682308.4632	1869751.0968	2087519.749	1815060.7767	4666988.4655	5624846.6637	7144874.2116	5990468.3498	2148088.4396	2459026.7806	2306459.3274	2435237.9979	2409198.9474	2506868.2224	1832814.1175	2160602.9936	177125
754.6	141.00	Positive	Confirmed and Common Results	PE O-38:4	(-PE)	1784450.5057	1338783.5832	1572529.6718	1493629.6231	2374439.6104	2977394.6052	3864687.5304	3244776.3797	1641060.1916	1816953.3715	1672602.9265	1903257.3867	1378407.1227	1212724.7157	889616.8694	1052646.8333	395025.3012
756.6	141.00	Positive	Confirmed and Common Results	PE O-38:3	(-PE)	1481184.8261	1286445.7847	1382741.3562	1128033.9503	1174333.664	1527825.9717	1864232.1071	1694628.3423	1365384.9904	1603892.8675	1388401.5291	1664966.589	1249791.0054	1078020.899	735445.1196	901082.9907	101999.0128
758.6	141.00	Positive	Confirmed and Common Results	PE O-38:2	(-PE)	3661212.4913	2790055.9977	2942964.6274	2284102.545	2406859.2301	3119917.2934	3843261.6212	3399258.5313	3450740.6637	3584726.7232	2953573.2343	3351936.4944	2183588.8216	1991795.0194	1522362.2109	1835321.8002	64599.3018
760.6	141.00	Positive	Confirmed and Common Results	PE O-38:1	(-PE)	1775723.0479	1372009.5435	1360010.8713	1103355.9478	1184936.6387	1423030.0086	1744862.9405	1353968.865	1351204.256	1629558.8716	1315295.2792	1468611.853	1299884.3893	1302293.0092	885099.7483	1098981.722	267317.704
762.6	141.00	Positive	Confirmed and Common Results	PE O-38:0	(-PE)	891796.6559	761922.478	683144.1776	785804.4706	602481.0276	796766.9049	969800.6875	889285.0282	832645.0329	899203.1412	726403.5407	765589.2956	563301.3216	552749.9051	378586.472	408187.0591	50384.1348
764.6	141.00	Positive	Confirmed and Common Results	PE 38:6	(-PE)	4828065.1189	3533218.6564	3952775.8127	3203051.563	3587589.142	4238622.0436	5578771.4558	4747581.8942	4778535.4645	4617252.3637	4211255.1544	4771630.6635	3048282.2185	2708779.3982	2095492.6747	2550075.461	165191.8249
766.6	141.00	Positive	Confirmed and Common Results	PE 38:5	(-PE)	15331498.946	10694538.6117	12199959.6758	9675760.4184	10713196.9688	13392219.5613	17915384.7091	14582271.3494	14990426.6764	14470699.8636	13150217.5655	14338783.4427	9645312.9524	9082191.3032	6732050.7643	7962406.9041	122411.7647
768.6	141.00	Positive	Confirmed and Common Results	PE 38:4	(-PE)	20649625.0674	13689198.9054	15450344.2431	12748716.7218	15642078.6087	18663931.6129	24369661.7157	19730133.427	17492056.3762	17289290.9019	15370913.9093	16970248.9996	13718171.0743	13254294.7722	9098427.4416	10988527.0144	0
770.6	141.00	Positive	Confirmed and Common Results	PE 38:3	(-PE)	6215343.2178	4382584.9029	4782628.5831	3870099.4444	3565924.8494	4588764.724	5768331.5094	5013686.6049	5559189.7762	5482926.7657	5021283.2307	5685996.4862	3885698.0393	3915365.7819	2899442.4539	3177862.4348	122554.0574
772.6	141.00	Positive	Confirmed and Common Results	PE 38:2	(-PE)	14817141.1013	9920537.6492	11953986.3133	9514427.712	8276312.6994	10398799.146	13400790.079	11108613.5516	11857920.2537	12248858.4096	11160261.4956	11827387.6774	9440843.2815	8574108.2275	6322744.2775	7500513.4667	68996.9302
774.6	141.00	Positive	Confirmed and Common Results	PE 38:1	(-PE)	2563041.9386	1996083.7137	1978573.1295	1771998.7543	2002726.3541	2555244.6017	3517678.9692	2751066.8913	1909113.8475	2003057.2695	1696816.9253	1890699.4992	2224843.8174	1997305.059	1520529.8216	1934260.5143	114776.5444
776.6	141.00	Positive	Confirmed and Common Results	PE 38:0	(-PE)	1435626.4766	1244381.565	1196856.5655	1138269.0279	1747569.9	2192148.783	2854720.4688	2130237.7383	1132578.828	1106400.0421	1109201.8011	1148563.4353	1323344.4648	1179831.2049	881042.2273	1158648.9337	170671.0449
778.6	141.00	Positive	Confirmed and Common Results	PE O-40:6	(-PE)	1174971.2271	942952.3964	865337.6451	814150.7708	1602390.5255	1910040.9943	2431476.9994	1962126.4826	911572.7699	917747.9391	874978.6558	887021.3614	955854.7535	1017994.2936	797588.4872	746406.402	55422.3215
780.6	141.00	Positive	Confirmed and Common Results	PE O-40:5	(-PE)	729979.3341	658684.6673	576981.5731	450492.6971	943572.4538	1128298.8181	1315246.5667	1154757.8922	608593.3205	548286.2063	550461.3502	623329.8506	475735.1504	571151.8815	335965.4246	407050.8556	60323.3545
782.6	141.00	Positive	Confirmed and Common Results	PE O-40:4	(-PE)	798005.7027	704237.4498	639270.6213	557522.2028	582260.1902	730846.0088	1031154.1609	748135.111	699678.9843	668859.7972	569216.1963	693866.388	457039.0833	471310.7073	295658.1189	450270.2695	153995.7872
784.6	141.00	Positive	Confirmed and Common Results	PE O-40:3	(-PE)	503814.0583	542481.8087	458034.5747	407366.2178	339415.685	409132.1243	509321.4052	417701.2171	506820.3467	568352.8228	406544.5701	520405.8615	385567.9679	357992.7056	252465.0456	379126.854	77798.0593
786.6	141.00	Positive	Confirmed and Common Results	PE O-40:2	(-PE)	583264.7224	616791.8796	576407.1529	530539.6567	389661.0178	570169.4734	715400.9736	617466.4057	566130.1874	583222.8998	482556.4871	637589.0756	570853.3129	467634.1889	352575.2866	473942.8989	92544.1286
788.6	141.00	Positive	Confirmed and Common Results	PE O-40:1	(-PE)	604037.0501	589856.4417	429538.086	451274.3402	381280.3205	495302.8156	520866.2855	488162.6479	503539.9888	550577.2877	407782.7399	419045.3436	354167.6277	349069.0264	288913.212	341360.5213	66306.5742
790.6	141.00	Positive	Confirmed and Common Results	PE 40:7	(-PE)	5357117.9522	4016298.6112	4208750.3061	3695048.992	3362211.7657	4276005.3941	5316328.2091	4350180.4336	4847328.247	4874970.5546	4419886.3747	4835537.3247	2541849.998	2531688.8958	1807122.1178	2200877.6237	0
792.6	141.00	Positive	Confirmed and Common Results	PE 40:6	(-PE)	9994247.3411	6963383.8338	7786080.8537	6812516.9188	5630378.0893	6642186.6997	9150634.8466	7774435.3433	8328725.3041	7976836.4836	7488106.1107	7888827.6932	7097374.229	6538747.8684	4592872.1306	5473145.7525	80224.9722
794.6	141.00	Positive	Confirmed and Common Results	PE 40:5	(-PE)	4897415.7808	3407875.3094	3873649.4017	2932686.5597	2581434.4773	3386376.4658	4244688.8598	3665642.3099	4035881.9759	4019914.7888	3384320.7951	3881226.7407	3544413.2995	3331271.7462	2552734.244	2882972.077	28073.444
796.6	141.00	Positive	Confirmed and Common Results	PE 40:4	(-PE)	1206511.1616	1038921.9884	941510.37	749553.5943	778789.0669	862476.821	1111341.0788	968848.5582	1121596.4744	1027335.7825	878872.6153	975717.656	836737.6627	938959.5762	683426.9341	790886.7327	94750
798.6	141.00	Positive	Confirmed and Common Results	PE 40:3	(-PE)	1391662.4044	1006091.2991	1120194.8656	959836.9006	756277.7157	817847.6736	1133054.3722	935518.5649	1103995.6648	1193887.4196	1065926.5619	1091966.5745	900667.905	945487.1472	689563.7669	803034.6541	125311.333
